listing_id,property_type,number_of_bedrooms,guest_capacity,location_score,review_score,amenities_count,host_response_time,season,minimum_stay_nights,years_as_host,cleaning_fee,cancellation_policy,nightly_rate
100044,Standard Apartment,1,3,103.36,4.61,10,within an hour,peak,3,0.0,12.62,strict,98.65
103529,Standard Apartment,2,4,90.45,5.0,11,same day,peak,1,1.5,37.6,moderate,209.64
100129,Standard Apartment,1,2,65.28,3.28,9,same day,peak,2,0.4,24.38,flexible,151.15
101475,Standard Apartment,1,1,73.1,4.44,9,within an hour,shoulder,3,4.7,41.17,flexible,141.6
101490,Luxury Home,5,5,77.14,5.0,11,>24 hours,peak,3,4.1,56.32,flexible,358.06
103913,Luxury Home,4,4,83.84,4.07,8,same day,shoulder,4,4.2,68.28,flexible,333.62
101526,Luxury Home,4,4,80.08,4.0,13,within an hour,off-peak,2,1.5,33.64,strict,281.89
102684,Luxury Home,5,5,75.61,4.21,11,>24 hours,off-peak,2,1.6,45.7,flexible,181.32
103821,Tiny Studio,1,3,73.01,3.47,7,same day,peak,1,0.9,13.38,flexible,148.22
101980,Luxury Home,5,7,66.69,5.0,7,within an hour,peak,3,1.3,66.77,flexible,512.03
102378,Luxury Home,3,5,74.58,4.29,11,same day,shoulder,2,12.2,51.29,moderate,193.42
103229,Standard Apartment,1,2,60.31,3.33,6,same day,peak,1,0.1,37.53,flexible,215.57
102794,Tiny Studio,1,3,78.9,3.94,4,within an hour,off-peak,1,1.2,16.41,flexible,75.72
103195,Luxury Home,4,4,78.17,4.27,12,same day,off-peak,3,4.7,32.44,flexible,269.68
102340,Luxury Home,4,6,46.45,2.47,5,>24 hours,shoulder,4,1.4,56.52,strict,243.26
102888,Standard Apartment,2,2,76.49,3.44,10,same day,peak,3,9.0,30.71,flexible,267.94
103742,Standard Apartment,2,4,68.04,4.21,9,same day,off-peak,3,1.2,44.56,strict,46.99
103965,Standard Apartment,2,2,68.76,4.5,3,same day,off-peak,1,5.7,20.62,flexible,140.87
100593,Tiny Studio,1,3,64.28,4.34,4,within an hour,shoulder,1,5.1,15.39,flexible,120.91
103960,Tiny Studio,1,1,79.64,4.31,8,>24 hours,peak,1,0.0,16.31,flexible,251.92
100767,Standard Apartment,1,1,77.3,4.15,7,same day,shoulder,1,1.5,34.95,moderate,138.64
102649,Standard Apartment,1,2,60.1,3.79,4,within an hour,off-peak,3,1.0,21.33,moderate,132.12
100574,Standard Apartment,2,4,65.49,4.62,10,same day,peak,3,2.0,31.45,flexible,172.78
102690,Luxury Home,5,5,61.78,3.08,7,same day,off-peak,5,1.9,68.17,strict,146.79
100374,Tiny Studio,1,3,59.58,3.2,3,within an hour,peak,1,7.1,12.38,strict,119.83
101665,Standard Apartment,1,1,71.22,3.62,4,same day,off-peak,3,0.6,31.21,flexible,75.33
102301,Luxury Home,5,6,82.93,4.14,14,same day,shoulder,2,0.6,71.96,moderate,334.6
102065,Standard Apartment,1,2,83.58,4.26,6,same day,peak,1,0.3,36.44,flexible,440.92
101934,Luxury Home,5,6,76.61,4.14,17,within an hour,peak,2,4.0,64.45,strict,353.27
101871,Standard Apartment,2,3,68.44,4.55,11,same day,shoulder,2,7.5,31.89,strict,160.44
100816,Standard Apartment,2,2,76.56,3.27,13,same day,peak,2,1.4,38.83,flexible,150.57
102139,Standard Apartment,2,4,64.15,3.01,7,>24 hours,shoulder,2,0.2,48.63,moderate,156.52
100843,Tiny Studio,1,2,79.47,3.8,8,same day,peak,1,0.5,14.83,flexible,135.62
101279,Luxury Home,5,6,80.84,4.67,14,same day,peak,3,0.3,61.98,flexible,403.8
103812,Standard Apartment,1,2,76.89,3.9,11,within an hour,shoulder,1,2.7,34.02,flexible,134.71
101278,Standard Apartment,2,4,91.68,4.34,11,same day,shoulder,2,1.0,48.45,moderate,192.58
102560,Standard Apartment,1,1,81.33,4.28,7,within an hour,shoulder,2,6.8,23.52,flexible,86.82
103382,Standard Apartment,2,2,75.21,4.26,12,within an hour,shoulder,3,0.5,16.91,flexible,120.78
100473,Standard Apartment,2,2,82.98,5.0,7,within an hour,shoulder,3,8.0,35.07,strict,246.3
102384,Standard Apartment,1,1,70.04,4.34,4,same day,shoulder,3,1.2,30.6,moderate,105.97
101646,Luxury Home,5,7,61.26,4.23,16,within an hour,peak,4,6.1,34.84,flexible,207.18
101848,Tiny Studio,1,3,57.52,3.89,7,within an hour,peak,1,8.9,12.08,moderate,131.1
101493,Standard Apartment,2,4,57.98,4.51,3,within an hour,peak,1,12.9,24.49,flexible,129.97
101856,Standard Apartment,1,2,60.54,3.83,7,same day,shoulder,3,4.9,22.89,strict,75.57
102523,Luxury Home,4,6,70.81,2.98,8,same day,shoulder,3,0.3,54.93,moderate,352.33
103142,Luxury Home,3,3,53.82,4.99,6,within an hour,shoulder,4,0.2,40.31,moderate,180.77
101339,Standard Apartment,2,4,64.31,3.93,12,same day,off-peak,1,4.0,26.46,strict,113.57
102500,Tiny Studio,1,2,47.82,3.7,6,within an hour,peak,1,6.8,12.04,moderate,115.7
103400,Standard Apartment,2,2,72.72,3.53,12,within an hour,shoulder,3,0.5,30.42,flexible,100.56
102111,Tiny Studio,1,3,72.28,5.0,5,within an hour,peak,1,8.5,20.74,moderate,102.62
102173,Standard Apartment,1,1,58.6,3.36,4,within an hour,off-peak,2,2.8,25.75,strict,95.49
100265,Standard Apartment,2,2,73.72,4.01,9,same day,shoulder,2,0.4,31.49,flexible,203.61
103893,Luxury Home,3,5,75.97,3.52,13,within an hour,off-peak,3,0.5,73.4,strict,192.55
103911,Tiny Studio,1,3,51.97,3.7,3,same day,off-peak,1,0.2,18.3,flexible,146.94
103395,Luxury Home,3,4,62.12,3.63,11,>24 hours,off-peak,2,0.5,65.63,flexible,145.94
100344,Tiny Studio,1,3,68.88,3.0,5,within an hour,off-peak,1,4.0,8.98,moderate,76.38
101102,Tiny Studio,1,3,55.54,3.68,7,within an hour,peak,1,0.7,6.35,flexible,85.3
102871,Tiny Studio,1,3,87.05,4.3,6,same day,peak,1,2.5,8.77,flexible,182.56
102837,Standard Apartment,2,2,61.89,3.82,6,within an hour,off-peak,3,3.8,25.27,flexible,177.33
103429,Standard Apartment,1,2,72.13,3.01,6,within an hour,off-peak,2,6.8,45.92,moderate,139.48
101687,Standard Apartment,1,1,47.58,3.54,3,within an hour,shoulder,2,2.7,42.05,moderate,192.56
101891,Luxury Home,4,6,71.8,3.56,14,>24 hours,peak,2,2.5,71.24,moderate,306.95
102867,Standard Apartment,2,3,64.19,4.07,7,same day,off-peak,1,7.3,38.47,moderate,128.59
102416,Luxury Home,5,7,71.01,3.74,12,within an hour,peak,4,1.0,30.95,moderate,488.36
100067,Standard Apartment,1,1,72.99,4.55,8,within an hour,peak,2,0.7,31.14,flexible,265.8
103891,Luxury Home,3,3,82.22,4.42,16,within an hour,shoulder,5,6.2,67.57,flexible,208.74
101416,Luxury Home,4,6,54.0,3.64,10,within an hour,peak,3,0.2,70.47,flexible,207.44
101961,Standard Apartment,1,2,38.92,3.73,3,within an hour,peak,1,0.6,19.34,flexible,232.37
100407,Standard Apartment,1,1,55.7,3.65,9,same day,off-peak,2,1.6,30.17,strict,102.05
103219,Standard Apartment,2,4,78.74,3.99,14,within an hour,peak,1,1.3,37.4,moderate,175.23
102483,Luxury Home,5,7,84.35,4.65,18,within an hour,off-peak,3,3.7,37.68,strict,193.0
102059,Standard Apartment,2,4,78.01,3.41,8,within an hour,off-peak,1,0.3,29.02,moderate,124.81
103484,Luxury Home,5,6,71.9,3.45,13,within an hour,off-peak,3,1.9,75.1,flexible,183.66
103586,Standard Apartment,2,4,73.29,3.45,9,>24 hours,off-peak,2,5.0,51.61,flexible,42.65
101208,Standard Apartment,1,3,61.23,4.28,4,within an hour,shoulder,2,3.4,28.1,strict,79.68
102843,Standard Apartment,1,1,63.8,3.64,8,within an hour,shoulder,3,3.0,19.96,flexible,139.7
101804,Standard Apartment,1,3,73.3,3.82,4,within an hour,off-peak,2,0.8,35.79,strict,86.89
100820,Standard Apartment,1,2,84.72,3.67,9,within an hour,shoulder,2,1.5,63.75,moderate,129.01
100320,Standard Apartment,2,4,97.51,4.64,12,>24 hours,shoulder,2,0.6,30.93,strict,138.83
103309,Standard Apartment,2,3,72.27,4.05,6,within an hour,shoulder,1,2.1,30.77,moderate,54.83
101654,Standard Apartment,2,4,64.84,4.26,8,within an hour,shoulder,1,2.6,37.56,flexible,226.25
103590,Standard Apartment,1,3,76.16,3.33,5,within an hour,off-peak,3,3.0,39.37,strict,121.98
102703,Luxury Home,4,6,51.09,3.17,7,same day,shoulder,3,6.3,69.61,flexible,269.34
100729,Standard Apartment,1,2,63.42,4.5,4,same day,off-peak,1,0.2,44.9,moderate,97.36
101799,Standard Apartment,1,1,73.5,4.4,4,same day,shoulder,2,1.5,28.81,moderate,130.28
100258,Standard Apartment,1,2,63.62,3.5,5,within an hour,shoulder,1,2.7,30.67,strict,95.46
101341,Luxury Home,5,5,63.34,4.02,10,>24 hours,peak,3,2.5,51.05,flexible,184.62
100594,Luxury Home,4,5,68.62,4.74,9,within an hour,off-peak,4,0.1,63.21,flexible,76.73
102456,Tiny Studio,1,3,86.29,3.74,12,same day,peak,1,0.6,10.4,flexible,184.7
101554,Standard Apartment,1,3,58.92,3.04,4,same day,off-peak,3,5.6,41.47,strict,153.58
100125,Luxury Home,4,4,69.26,3.73,13,same day,off-peak,5,2.2,36.19,flexible,369.78
102822,Standard Apartment,2,2,66.61,3.86,11,within an hour,shoulder,1,1.6,5.29,flexible,107.76
100809,Standard Apartment,2,3,78.4,3.65,6,within an hour,off-peak,2,6.9,22.82,moderate,96.48
101243,Tiny Studio,1,2,78.18,4.74,8,within an hour,shoulder,1,0.2,24.92,moderate,138.98
101603,Luxury Home,3,3,62.16,3.85,5,within an hour,peak,2,7.7,33.86,flexible,427.58
102717,Luxury Home,3,3,64.4,3.5,5,same day,shoulder,4,0.1,74.3,flexible,450.4
100882,Tiny Studio,1,2,64.63,3.64,6,within an hour,peak,1,2.5,15.29,flexible,101.54
103572,Luxury Home,4,4,63.03,3.22,9,same day,peak,3,2.4,82.09,flexible,425.46
102454,Luxury Home,3,3,57.85,4.17,6,same day,shoulder,4,3.1,54.54,strict,244.61
101054,Tiny Studio,1,1,62.81,3.62,3,within an hour,off-peak,1,0.1,23.05,flexible,105.5
103066,Standard Apartment,2,2,78.71,3.67,8,within an hour,shoulder,2,2.3,22.32,flexible,93.55
102370,Luxury Home,5,7,65.94,4.56,14,same day,shoulder,2,0.4,59.07,flexible,472.01
102972,Luxury Home,4,6,80.76,3.92,13,same day,peak,4,0.5,55.26,flexible,516.31
101001,Luxury Home,3,3,78.5,3.58,12,within an hour,shoulder,2,0.7,62.28,flexible,211.81
101514,Luxury Home,5,6,72.75,4.82,11,within an hour,peak,4,2.8,59.35,moderate,457.92
103067,Tiny Studio,1,3,69.12,4.42,5,same day,peak,1,1.5,18.26,moderate,167.88
102442,Standard Apartment,2,3,72.53,3.99,10,same day,off-peak,2,0.3,26.78,flexible,128.35
100299,Standard Apartment,1,2,76.64,3.97,10,same day,peak,1,1.0,31.26,moderate,86.04
101195,Tiny Studio,1,3,68.88,3.69,4,same day,peak,1,0.2,17.03,flexible,86.25
101576,Standard Apartment,1,2,55.14,3.12,3,same day,peak,1,3.3,24.3,flexible,131.25
101386,Luxury Home,4,5,65.87,3.82,7,within an hour,shoulder,4,2.4,39.32,flexible,294.79
103438,Standard Apartment,1,1,83.29,4.13,10,same day,off-peak,3,1.6,28.06,moderate,232.41
102886,Tiny Studio,1,1,75.04,4.23,12,>24 hours,off-peak,1,7.9,19.64,strict,73.54
100370,Tiny Studio,1,1,79.17,3.98,10,within an hour,off-peak,1,2.2,16.62,flexible,149.46
101113,Luxury Home,5,7,85.68,4.48,19,same day,shoulder,2,6.6,78.35,flexible,145.07
103442,Standard Apartment,1,1,73.94,4.01,5,within an hour,peak,1,2.6,30.75,moderate,146.02
103322,Standard Apartment,2,3,80.18,3.71,5,within an hour,peak,2,1.4,41.73,flexible,73.18
102091,Tiny Studio,1,2,66.27,3.77,8,>24 hours,shoulder,1,2.3,19.65,moderate,188.21
103972,Luxury Home,3,4,66.84,4.18,9,within an hour,shoulder,2,0.5,54.0,flexible,206.73
101482,Standard Apartment,1,2,70.7,3.06,5,within an hour,shoulder,2,3.4,44.08,flexible,116.89
102184,Tiny Studio,1,2,86.37,4.65,12,within an hour,peak,1,12.1,14.65,moderate,196.32
103318,Standard Apartment,1,3,67.82,3.34,5,within an hour,peak,2,0.9,23.23,flexible,169.54
103480,Standard Apartment,1,2,69.94,3.64,3,same day,peak,3,1.2,26.59,moderate,73.19
103769,Luxury Home,4,6,67.88,2.59,12,within an hour,off-peak,4,1.6,42.55,moderate,77.19
103641,Luxury Home,4,5,82.02,4.46,9,within an hour,peak,3,2.0,47.21,flexible,374.0
102446,Standard Apartment,2,4,57.49,3.2,7,within an hour,shoulder,1,3.8,23.57,strict,117.78
103078,Tiny Studio,1,3,52.0,3.06,3,same day,peak,1,0.4,12.45,flexible,203.33
102805,Luxury Home,5,6,66.42,3.88,11,same day,shoulder,5,1.1,44.81,moderate,258.61
100927,Standard Apartment,2,3,53.17,2.65,6,same day,peak,2,2.3,34.55,moderate,181.39
100293,Standard Apartment,1,2,63.09,3.88,6,same day,peak,2,2.7,44.13,moderate,227.34
103244,Luxury Home,3,4,62.12,4.28,6,within an hour,peak,5,2.3,74.4,flexible,400.7
102735,Standard Apartment,2,2,66.39,3.95,6,same day,peak,3,1.7,15.02,strict,154.07
103053,Standard Apartment,1,1,77.21,4.24,12,within an hour,peak,3,3.7,27.26,flexible,154.69
102851,Tiny Studio,1,3,74.74,4.12,6,within an hour,off-peak,1,0.7,5.79,moderate,123.74
100412,Standard Apartment,1,3,54.91,4.05,4,same day,peak,3,1.0,2.89,strict,169.88
101597,Standard Apartment,1,1,80.27,4.57,6,within an hour,peak,1,1.8,27.25,flexible,66.31
100674,Luxury Home,5,7,53.09,4.29,7,within an hour,shoulder,3,3.6,67.09,moderate,132.39
101336,Tiny Studio,1,2,75.62,4.11,4,within an hour,shoulder,1,0.3,21.12,strict,88.6
102990,Luxury Home,5,7,76.1,4.09,11,same day,peak,5,0.4,55.36,flexible,507.72
100009,Standard Apartment,1,3,78.3,3.87,8,within an hour,shoulder,1,4.6,25.74,flexible,117.05
100536,Luxury Home,4,6,63.51,3.89,10,>24 hours,off-peak,5,0.9,59.35,flexible,381.09
103629,Tiny Studio,1,1,49.44,3.76,4,within an hour,peak,1,9.9,13.87,strict,152.55
102970,Standard Apartment,1,1,82.99,4.16,9,same day,shoulder,3,9.8,38.06,flexible,125.36
100489,Standard Apartment,2,4,73.08,4.37,8,same day,peak,3,3.5,43.55,flexible,256.85
103697,Luxury Home,4,5,61.57,3.73,13,same day,peak,2,3.8,44.05,strict,148.2
102278,Standard Apartment,1,3,68.75,3.72,3,same day,off-peak,1,3.2,22.74,flexible,192.06
103908,Standard Apartment,2,2,75.44,3.9,9,same day,peak,2,0.6,21.84,strict,220.03
102857,Standard Apartment,2,3,62.67,3.73,8,within an hour,peak,1,2.1,44.61,moderate,289.88
101866,Luxury Home,4,6,88.35,4.2,13,same day,off-peak,3,4.7,52.5,strict,263.86
102254,Tiny Studio,1,1,59.93,4.16,4,within an hour,off-peak,1,4.5,11.1,flexible,79.46
102255,Tiny Studio,1,2,70.91,3.77,8,same day,shoulder,1,6.9,7.57,flexible,115.63
100601,Luxury Home,3,5,65.59,4.04,11,same day,shoulder,5,6.9,66.7,flexible,147.76
102267,Tiny Studio,1,1,71.94,4.05,7,same day,off-peak,1,0.9,15.96,flexible,60.25
101668,Standard Apartment,1,2,70.49,3.97,3,within an hour,off-peak,1,3.8,23.88,flexible,108.85
102146,Standard Apartment,1,3,68.83,3.92,5,same day,peak,3,3.2,38.95,strict,182.28
103000,Standard Apartment,2,3,67.02,3.6,9,within an hour,shoulder,3,6.5,27.13,flexible,137.33
100657,Standard Apartment,1,2,52.79,4.25,3,same day,peak,2,0.6,36.97,moderate,82.83
100840,Standard Apartment,1,2,75.09,3.78,7,within an hour,peak,2,4.0,31.8,moderate,151.5
100842,Standard Apartment,1,1,71.05,4.17,3,same day,shoulder,3,1.7,16.22,flexible,74.56
103419,Standard Apartment,1,3,68.27,3.08,8,same day,shoulder,3,1.5,45.75,flexible,78.08
102010,Standard Apartment,1,2,59.16,3.56,4,within an hour,peak,1,0.1,17.88,flexible,75.5
103277,Standard Apartment,2,3,52.87,4.0,3,same day,peak,3,9.8,24.15,moderate,143.24
100605,Luxury Home,5,6,66.02,3.8,13,within an hour,shoulder,2,3.4,89.01,strict,270.81
103383,Tiny Studio,1,1,90.08,4.77,8,same day,shoulder,1,2.7,12.26,moderate,85.45
103136,Standard Apartment,2,3,79.87,5.0,9,same day,off-peak,3,0.9,23.77,strict,162.38
103472,Luxury Home,5,5,71.91,3.92,15,within an hour,off-peak,4,3.2,82.43,flexible,206.36
102806,Luxury Home,4,4,64.44,4.05,10,same day,off-peak,2,8.7,67.9,moderate,153.59
102497,Standard Apartment,2,3,66.24,4.31,8,same day,shoulder,2,0.5,27.21,strict,206.7
100858,Tiny Studio,1,2,82.71,3.47,7,within an hour,shoulder,1,12.4,13.39,flexible,84.55
101300,Standard Apartment,1,1,56.03,3.4,6,>24 hours,off-peak,3,1.7,54.14,moderate,74.16
102449,Standard Apartment,1,1,73.88,4.4,9,same day,off-peak,2,11.5,25.62,flexible,124.5
101420,Luxury Home,4,5,78.12,3.42,17,within an hour,off-peak,5,3.0,73.0,strict,303.53
103839,Standard Apartment,2,2,81.65,4.9,9,within an hour,shoulder,2,1.2,17.79,flexible,81.54
101273,Tiny Studio,1,1,73.43,4.51,6,same day,peak,1,1.4,12.6,moderate,126.72
102028,Standard Apartment,1,2,72.88,4.31,9,within an hour,off-peak,3,1.0,33.03,moderate,101.94
100013,Luxury Home,5,6,71.49,4.86,13,within an hour,off-peak,2,1.2,61.39,moderate,305.78
100148,Standard Apartment,1,3,79.06,4.54,6,within an hour,off-peak,1,3.1,14.56,moderate,53.22
101036,Luxury Home,5,6,61.68,3.78,9,same day,peak,2,0.1,68.3,moderate,325.61
100899,Standard Apartment,1,2,65.79,3.01,6,same day,peak,2,10.3,18.6,flexible,301.77
100900,Standard Apartment,2,3,74.86,3.69,7,within an hour,shoulder,1,4.4,27.09,flexible,113.46
100168,Standard Apartment,2,4,85.98,4.14,9,same day,off-peak,3,8.5,24.33,moderate,200.97
103022,Luxury Home,5,5,51.43,3.94,8,>24 hours,off-peak,3,3.8,66.54,moderate,177.77
103023,Tiny Studio,1,2,49.36,3.6,3,>24 hours,peak,1,2.0,9.52,flexible,107.04
100860,Standard Apartment,1,2,79.61,3.27,8,same day,shoulder,2,0.6,19.94,strict,111.91
103503,Standard Apartment,2,4,66.67,4.45,9,same day,peak,3,2.2,-2.46,flexible,124.27
103600,Standard Apartment,2,4,75.56,4.72,8,within an hour,shoulder,2,3.7,25.63,flexible,78.91
101626,Standard Apartment,2,4,73.03,4.81,9,within an hour,shoulder,2,5.8,21.9,flexible,171.85
103089,Standard Apartment,2,2,62.75,3.37,7,within an hour,off-peak,1,1.2,25.49,flexible,85.96
101196,Standard Apartment,1,3,82.23,4.61,9,same day,off-peak,1,2.1,21.93,flexible,112.78
102219,Standard Apartment,2,2,62.49,3.02,3,same day,peak,2,2.9,34.93,moderate,100.48
102090,Luxury Home,5,6,79.16,4.72,9,within an hour,shoulder,2,2.7,63.17,flexible,121.39
100659,Tiny Studio,1,2,67.38,3.98,6,within an hour,shoulder,1,0.2,18.68,flexible,66.26
103805,Standard Apartment,1,2,51.64,3.32,3,same day,peak,2,2.0,41.78,moderate,122.76
102357,Luxury Home,3,5,60.05,3.67,11,within an hour,off-peak,2,5.0,55.3,strict,112.88
101052,Standard Apartment,2,3,78.37,4.67,12,within an hour,off-peak,3,4.9,25.28,strict,137.38
103063,Tiny Studio,1,3,65.92,4.26,5,within an hour,peak,1,2.1,4.82,moderate,91.6
103690,Tiny Studio,1,1,70.08,3.25,4,>24 hours,shoulder,1,9.1,8.66,flexible,83.32
102675,Standard Apartment,1,2,57.27,4.32,5,within an hour,peak,1,5.3,25.39,flexible,155.95
100211,Luxury Home,3,3,67.29,4.05,8,same day,shoulder,2,4.0,67.08,strict,288.96
103931,Standard Apartment,1,3,67.35,4.58,7,within an hour,shoulder,2,2.2,32.88,strict,154.72
102755,Luxury Home,4,6,70.36,4.76,11,same day,peak,4,2.7,46.2,moderate,174.29
100437,Tiny Studio,1,2,79.75,4.33,12,within an hour,off-peak,1,0.8,14.05,strict,182.02
103498,Luxury Home,5,6,75.22,4.6,13,within an hour,shoulder,2,2.3,58.43,strict,232.47
100523,Luxury Home,3,5,57.06,3.38,7,within an hour,off-peak,2,2.2,76.3,flexible,239.27
102750,Standard Apartment,1,2,66.13,3.84,8,within an hour,peak,3,0.7,38.25,flexible,58.72
100042,Standard Apartment,1,2,65.11,4.94,9,same day,off-peak,3,9.1,37.34,flexible,97.5
102688,Standard Apartment,1,1,78.06,3.97,9,within an hour,off-peak,1,0.8,36.49,flexible,104.2
101178,Standard Apartment,1,3,73.4,4.57,6,same day,peak,2,0.3,27.7,flexible,175.04
103728,Luxury Home,5,5,54.18,3.24,6,within an hour,peak,5,1.9,46.9,flexible,616.54
102969,Luxury Home,4,5,64.62,3.43,8,within an hour,off-peak,4,3.5,67.15,flexible,192.16
100829,Standard Apartment,1,1,58.33,3.37,4,same day,shoulder,3,0.7,46.57,moderate,94.77
102922,Luxury Home,3,5,67.77,4.65,5,within an hour,shoulder,5,0.6,80.19,flexible,221.93
103900,Standard Apartment,2,2,80.57,4.4,8,within an hour,off-peak,2,0.9,26.98,flexible,45.48
103047,Standard Apartment,2,2,76.23,4.72,11,within an hour,peak,2,1.1,28.27,flexible,143.01
100747,Standard Apartment,2,3,72.65,3.07,7,same day,shoulder,3,0.8,38.3,flexible,50.66
100177,Tiny Studio,1,3,62.77,3.92,6,same day,shoulder,1,1.9,18.07,flexible,172.5
101033,Tiny Studio,1,2,72.9,3.85,7,within an hour,shoulder,1,0.1,7.32,strict,151.64
100128,Tiny Studio,1,2,62.42,4.0,3,same day,peak,1,0.3,15.52,strict,161.83
100257,Luxury Home,4,6,91.93,5.0,16,same day,shoulder,2,3.9,60.44,flexible,180.17
102529,Luxury Home,3,3,51.99,2.32,4,>24 hours,off-peak,5,1.6,64.24,flexible,82.96
102069,Standard Apartment,1,2,73.44,4.26,6,within an hour,shoulder,3,1.3,21.7,moderate,127.38
101573,Tiny Studio,1,1,92.22,5.0,9,same day,shoulder,1,0.0,10.82,flexible,379.38
102503,Tiny Studio,1,3,62.91,3.75,8,within an hour,peak,1,1.1,16.23,strict,175.22
102012,Tiny Studio,1,2,72.34,4.02,3,within an hour,off-peak,1,5.2,6.9,flexible,209.3
100405,Luxury Home,3,3,60.25,4.23,11,within an hour,shoulder,5,1.2,58.41,flexible,238.76
103075,Tiny Studio,1,1,63.81,2.87,10,same day,off-peak,1,9.9,10.64,strict,49.19
102077,Standard Apartment,1,2,84.94,4.54,6,same day,peak,2,1.5,29.07,flexible,341.53
103362,Luxury Home,5,7,50.87,2.94,6,same day,peak,5,1.9,72.7,flexible,269.95
100604,Standard Apartment,1,1,86.43,5.0,10,same day,peak,3,4.9,21.05,flexible,259.08
101558,Luxury Home,5,7,57.39,3.47,7,same day,shoulder,4,12.2,50.15,flexible,218.08
101537,Standard Apartment,1,2,61.65,3.56,5,same day,peak,2,1.4,25.02,moderate,131.87
102053,Standard Apartment,2,2,63.09,4.29,7,within an hour,off-peak,2,0.4,31.85,moderate,101.18
103578,Standard Apartment,1,1,65.63,4.42,6,within an hour,off-peak,1,2.2,31.15,flexible,126.44
100607,Standard Apartment,2,2,49.42,3.97,4,within an hour,peak,1,2.7,21.12,flexible,139.22
100441,Tiny Studio,1,3,67.91,5.0,9,within an hour,peak,1,9.6,14.65,flexible,335.07
102031,Standard Apartment,1,1,90.31,4.31,10,same day,off-peak,2,1.6,29.07,flexible,121.26
103377,Standard Apartment,2,2,68.15,4.45,3,same day,peak,3,0.3,22.54,moderate,136.34
100281,Tiny Studio,1,2,75.7,5.0,9,same day,shoulder,1,3.2,18.23,strict,44.11
103294,Tiny Studio,1,1,52.16,3.42,7,within an hour,peak,1,0.1,11.78,flexible,175.53
100921,Luxury Home,5,7,66.67,3.79,14,same day,shoulder,4,1.7,46.82,strict,81.03
101963,Standard Apartment,1,2,63.7,4.03,4,within an hour,peak,3,1.6,25.01,flexible,136.02
101159,Luxury Home,3,4,54.81,3.71,6,>24 hours,shoulder,2,0.9,54.78,strict,297.02
101394,Luxury Home,3,3,73.47,5.0,5,within an hour,shoulder,2,10.0,89.61,flexible,131.34
103797,Standard Apartment,2,3,89.19,4.11,10,same day,off-peak,3,1.5,30.57,strict,143.63
102400,Tiny Studio,1,1,61.63,4.07,8,same day,peak,1,6.8,16.21,moderate,162.16
100144,Luxury Home,3,4,76.08,3.83,9,>24 hours,shoulder,5,2.2,63.11,flexible,187.34
102591,Tiny Studio,1,3,58.17,3.67,3,within an hour,peak,1,5.2,19.77,flexible,107.22
102346,Tiny Studio,1,1,63.93,4.78,6,within an hour,off-peak,1,1.8,20.09,moderate,89.93
100730,Tiny Studio,1,3,75.5,5.0,9,within an hour,shoulder,1,14.3,14.96,strict,68.27
100071,Luxury Home,5,5,86.49,4.63,14,within an hour,peak,3,3.1,69.58,moderate,744.29
103038,Tiny Studio,1,3,73.37,4.42,8,same day,peak,1,0.5,19.85,flexible,159.93
102634,Standard Apartment,1,3,61.8,4.14,4,>24 hours,peak,2,0.0,39.46,flexible,131.14
101908,Standard Apartment,2,3,66.02,3.85,7,within an hour,peak,3,7.9,29.16,flexible,142.87
100552,Luxury Home,4,4,50.88,4.58,4,same day,shoulder,3,3.5,53.23,flexible,326.39
103963,Luxury Home,4,5,83.54,4.84,12,same day,peak,4,0.3,61.67,moderate,132.38
103346,Standard Apartment,1,3,71.48,4.38,8,within an hour,off-peak,3,4.1,22.46,flexible,109.04
103261,Standard Apartment,2,2,70.24,3.76,5,within an hour,peak,1,0.8,22.23,strict,85.91
102055,Luxury Home,4,6,58.0,3.78,9,same day,off-peak,4,5.0,81.89,moderate,279.29
101042,Luxury Home,5,7,76.5,4.25,12,>24 hours,peak,5,2.8,33.68,flexible,466.85
103773,Standard Apartment,2,4,70.49,3.85,5,same day,peak,3,0.4,22.81,flexible,122.4
102409,Luxury Home,4,6,75.1,4.55,11,within an hour,off-peak,5,0.2,55.08,moderate,231.63
101861,Tiny Studio,1,2,85.79,4.87,10,within an hour,off-peak,1,1.9,15.75,moderate,93.95
100581,Luxury Home,4,6,68.35,3.45,10,same day,shoulder,5,8.3,60.01,flexible,489.63
103844,Luxury Home,3,4,63.41,3.32,5,within an hour,shoulder,2,2.5,48.93,strict,301.67
102075,Standard Apartment,2,4,59.09,4.3,6,within an hour,off-peak,2,4.3,14.13,strict,53.18
103280,Standard Apartment,1,1,77.66,3.65,7,same day,shoulder,2,1.9,27.38,flexible,85.06
100061,Standard Apartment,1,3,72.26,3.77,4,same day,peak,2,1.5,48.15,flexible,165.44
102554,Standard Apartment,2,4,60.53,3.59,7,same day,peak,3,5.2,25.57,flexible,77.06
103255,Tiny Studio,1,1,84.86,3.78,4,within an hour,shoulder,1,1.9,14.19,strict,188.46
103509,Standard Apartment,2,2,79.66,4.58,9,within an hour,shoulder,1,0.5,18.96,flexible,164.46
101651,Luxury Home,3,5,58.78,3.76,8,same day,off-peak,3,1.0,77.69,strict,86.99
100249,Standard Apartment,2,4,49.71,3.12,8,same day,peak,2,2.5,38.86,flexible,145.44
101833,Tiny Studio,1,2,78.75,5.0,5,same day,off-peak,1,1.5,16.5,moderate,300.5
